"Year","State","State ANSI","County","County ANSI","Value"
"2007","CALIFORNIA","06","CONTRA COSTA","013","35"
"2007","CALIFORNIA","06","MONTEREY","053","60"
"2007","CALIFORNIA","06","SAN LUIS OBISPO","079","48"
"2007","CALIFORNIA","06","LASSEN","035","0"
"2007","CALIFORNIA","06","MODOC","049","0"
"2007","CALIFORNIA","06","BUTTE","007","51.7"
"2007","CALIFORNIA","06","COLUSA","011","57.7"
"2007","CALIFORNIA","06","GLENN","021","68.1"
"2007","CALIFORNIA","06","SACRAMENTO","067","66.7"
"2007","CALIFORNIA","06","SOLANO","095","58"
"2007","CALIFORNIA","06","SUTTER","101","57.1"
"2007","CALIFORNIA","06","YOLO","113","50.8"
"2007","CALIFORNIA","06","FRESNO","019","70"
"2007","CALIFORNIA","06","KERN","029","74.7"
"2007","CALIFORNIA","06","KINGS","031","0"
"2007","CALIFORNIA","06","MADERA","039","76"
"2007","CALIFORNIA","06","MERCED","047","55"
"2007","CALIFORNIA","06","SAN JOAQUIN","077","55"
"2007","CALIFORNIA","06","STANISLAUS","099","60"
"2007","CALIFORNIA","06","TULARE","107","45.5"
"2007","CALIFORNIA","06","SISKIYOU","093","40.5"
"2007","CALIFORNIA","06","IMPERIAL","025","0"
"2007","CALIFORNIA","06","RIVERSIDE","065","20"
"2007","CALIFORNIA","06","SANTA BARBARA","083","80"
"2007","COLORADO","08","ADAMS","001","33.5"
"2007","COLORADO","08","ARAPAHOE","005","36.5"
"2007","COLORADO","08","CHEYENNE","017","34.5"
"2007","COLORADO","08","DENVER","031","22"
"2007","COLORADO","08","DOUGLAS","035","34.5"
"2007","COLORADO","08","EL PASO","041","34"
"2007","COLORADO","08","ELBERT","039","35"
"2007","COLORADO","08","KIOWA","061","44.5"
"2007","COLORADO","08","KIT CARSON","063","40.5"
"2007","COLORADO","08","LINCOLN","073","32"
"2007","COLORADO","08","PHILLIPS","095","42.5"
"2007","COLORADO","08","WASHINGTON","121","37"
"2007","COLORADO","08","YUMA","125","42.5"
"2007","COLORADO","08","BOULDER","013","16"
"2007","COLORADO","08","BROOMFIELD","014","23.5"
"2007","COLORADO","08","LARIMER","069","28.5"
"2007","COLORADO","08","LOGAN","075","32"
"2007","COLORADO","08","MORGAN","087","37"
"2007","COLORADO","08","SEDGWICK","115","39"
"2007","COLORADO","08","WELD","123","27"
"2007","COLORADO","08","MOFFAT","081","15.5"
"2007","COLORADO","08","RIO BLANCO","103","14"
"2007","COLORADO","08","ROUTT","107","23.5"
"2007","COLORADO","08","BACA","009","33"
"2007","COLORADO","08","BENT","011","28.5"
"2007","COLORADO","08","CROWLEY","025","22"
"2007","COLORADO","08","LAS ANIMAS","071","31.5"
"2007","COLORADO","08","OTERO","089","34"
"2007","COLORADO","08","PROWERS","099","41.5"
"2007","COLORADO","08","PUEBLO","101","39"
"2007","COLORADO","08","DOLORES","033","18.5"
"2007","COLORADO","08","GARFIELD","045","33.5"
"2007","COLORADO","08","LA PLATA","067","15"
"2007","COLORADO","08","MONTEZUMA","083","17.5"
"2007","COLORADO","08","SAN MIGUEL","113","45"
"2007","IDAHO","16","BANNOCK","005","23.7"
"2007","IDAHO","16","BEAR LAKE","007","14.1"
"2007","IDAHO","16","BINGHAM","011","20"
"2007","IDAHO","16","BONNEVILLE","019","19.1"
"2007","IDAHO","16","CARIBOU","029","21.1"
"2007","IDAHO","16","FRANKLIN","041","26.3"
"2007","IDAHO","16","FREMONT","043","24.9"
"2007","IDAHO","16","MADISON","065","24"
"2007","IDAHO","16","ONEIDA","071","23.7"
"2007","IDAHO","16","POWER","077","26.6"
"2007","IDAHO","16","TETON","081","17.5"
"2007","IDAHO","16","CLEARWATER","035","51.4"
"2007","IDAHO","16","IDAHO","049","58.6"
"2007","IDAHO","16","LATAH","057","65.5"
"2007","IDAHO","16","NEZ PERCE","069","60.1"
"2007","IDAHO","16","CASSIA","031","28.8"
"2007","IDAHO","16","MINIDOKA","067","25"
"2007","IDAHO","16","WASHINGTON","087","26.9"
"2007","KANSAS","20","BARTON","009","23"
"2007","KANSAS","20","DICKINSON","041","18"
"2007","KANSAS","20","ELLIS","051","32"
"2007","KANSAS","20","ELLSWORTH","053","19"
"2007","KANSAS","20","LINCOLN","105","26"
"2007","KANSAS","20","MARION","115","16"
"2007","KANSAS","20","MCPHERSON","113","13"
"2007","KANSAS","20","RICE","159","16"
"2007","KANSAS","20","RUSH","165","31"
"2007","KANSAS","20","RUSSELL","167","29"
"2007","KANSAS","20","SALINE","169","15"
"2007","KANSAS","20","ANDERSON","003","20"
"2007","KANSAS","20","CHASE","017","23"
"2007","KANSAS","20","COFFEY","031","28"
"2007","KANSAS","20","DOUGLAS","045","25"
"2007","KANSAS","20","FRANKLIN","059","20"
"2007","KANSAS","20","GEARY","061","21"
"2007","KANSAS","20","JOHNSON","091","27"
"2007","KANSAS","20","LINN","107","17"
"2007","KANSAS","20","LYON","111","17"
"2007","KANSAS","20","MIAMI","121","16"
"2007","KANSAS","20","MORRIS","127","17"
"2007","KANSAS","20","OSAGE","139","23"
"2007","KANSAS","20","SHAWNEE","177","23"
"2007","KANSAS","20","WABAUNSEE","197","18"
"2007","KANSAS","20","CLAY","027","28"
"2007","KANSAS","20","CLOUD","029","29"
"2007","KANSAS","20","JEWELL","089","34"
"2007","KANSAS","20","MITCHELL","123","34"
"2007","KANSAS","20","OSBORNE","141","34"
"2007","KANSAS","20","OTTAWA","143","23"
"2007","KANSAS","20","PHILLIPS","147","34"
"2007","KANSAS","20","REPUBLIC","157","30"
"2007","KANSAS","20","ROOKS","163","36"
"2007","KANSAS","20","SMITH","183","31"
"2007","KANSAS","20","WASHINGTON","201","31"
"2007","KANSAS","20","ATCHISON","005","25"
"2007","KANSAS","20","BROWN","013","36"
"2007","KANSAS","20","DONIPHAN","043","27"
"2007","KANSAS","20","JACKSON","085","23"
"2007","KANSAS","20","JEFFERSON","087","30"
"2007","KANSAS","20","LEAVENWORTH","103","21"
"2007","KANSAS","20","MARSHALL","117","28"
"2007","KANSAS","20","NEMAHA","131","30"
"2007","KANSAS","20","POTTAWATOMIE","149","19"
"2007","KANSAS","20","RILEY","161","25"
"2007","KANSAS","20","WYANDOTTE","209","20"
"2007","KANSAS","20","CHEYENNE","023","46"
"2007","KANSAS","20","DECATUR","039","49"
"2007","KANSAS","20","GRAHAM","065","33"
"2007","KANSAS","20","NORTON","137","30"
"2007","KANSAS","20","RAWLINS","153","43"
"2007","KANSAS","20","SHERIDAN","179","45"
"2007","KANSAS","20","SHERMAN","181","43"
"2007","KANSAS","20","THOMAS","193","40"
"2007","KANSAS","20","BARBER","007","26"
"2007","KANSAS","20","COMANCHE","033","22"
"2007","KANSAS","20","EDWARDS","047","30"
"2007","KANSAS","20","HARPER","077","22"
"2007","KANSAS","20","HARVEY","079","13"
"2007","KANSAS","20","KINGMAN","095","13"
"2007","KANSAS","20","KIOWA","097","22"
"2007","KANSAS","20","PAWNEE","145","32"
"2007","KANSAS","20","PRATT","151","22"
"2007","KANSAS","20","RENO","155","15"
"2007","KANSAS","20","SEDGWICK","173","12"
"2007","KANSAS","20","STAFFORD","185","17"
"2007","KANSAS","20","SUMNER","191","17"
"2007","KANSAS","20","ALLEN","001","11"
"2007","KANSAS","20","BOURBON","011","22"
"2007","KANSAS","20","BUTLER","015","19"
"2007","KANSAS","20","CHAUTAUQUA","019","10"
"2007","KANSAS","20","CHEROKEE","021","13"
"2007","KANSAS","20","COWLEY","035","14"
"2007","KANSAS","20","CRAWFORD","037","18"
"2007","KANSAS","20","ELK","049","13"
"2007","KANSAS","20","GREENWOOD","073","17"
"2007","KANSAS","20","LABETTE","099","10"
"2007","KANSAS","20","MONTGOMERY","125","13"
"2007","KANSAS","20","NEOSHO","133","11"
"2007","KANSAS","20","WILSON","205","15"
"2007","KANSAS","20","WOODSON","207","10"
"2007","KANSAS","20","CLARK","025","31"
"2007","KANSAS","20","FINNEY","055","47"
"2007","KANSAS","20","FORD","057","36"
"2007","KANSAS","20","GRANT","067","41"
"2007","KANSAS","20","GRAY","069","46"
"2007","KANSAS","20","HAMILTON","075","45"
"2007","KANSAS","20","HASKELL","081","42"
"2007","KANSAS","20","HODGEMAN","083","42"
"2007","KANSAS","20","KEARNY","093","44"
"2007","KANSAS","20","MEADE","119","42"
"2007","KANSAS","20","MORTON","129","45"
"2007","KANSAS","20","SEWARD","175","45"
"2007","KANSAS","20","STANTON","187","47"
"2007","KANSAS","20","STEVENS","189","44"
"2007","KANSAS","20","GOVE","063","45"
"2007","KANSAS","20","GREELEY","071","52"
"2007","KANSAS","20","LANE","101","42"
"2007","KANSAS","20","LOGAN","109","47"
"2007","KANSAS","20","NESS","135","37"
"2007","KANSAS","20","SCOTT","171","56"
"2007","KANSAS","20","TREGO","195","30"
"2007","KANSAS","20","WALLACE","199","44"
"2007","KANSAS","20","WICHITA","203","54"
"2007","MONTANA","30","BROADWATER","007","19.2"
"2007","MONTANA","30","CASCADE","013","41.2"
"2007","MONTANA","30","FERGUS","027","38.9"
"2007","MONTANA","30","JUDITH BASIN","045","35.4"
"2007","MONTANA","30","LEWIS AND CLARK","049","28.3"
"2007","MONTANA","30","MEAGHER","059","20.2"
"2007","MONTANA","30","BLAINE","005","25.6"
"2007","MONTANA","30","CHOUTEAU","015","45.8"
"2007","MONTANA","30","GLACIER","035","14.8"
"2007","MONTANA","30","HILL","041","30.2"
"2007","MONTANA","30","LIBERTY","051","23.7"
"2007","MONTANA","30","PONDERA","073","30"
"2007","MONTANA","30","TETON","099","34.7"
"2007","MONTANA","30","DAWSON","021","25.1"
"2007","MONTANA","30","MCCONE","055","24.4"
"2007","MONTANA","30","RICHLAND","083","23.9"
"2007","MONTANA","30","ROOSEVELT","085","25.4"
"2007","MONTANA","30","VALLEY","105","19.7"
"2007","MONTANA","30","FLATHEAD","029","48.1"
"2007","MONTANA","30","LAKE","047","43.5"
"2007","MONTANA","30","MISSOULA","063","40"
"2007","MONTANA","30","RAVALLI","081","12.2"
"2007","MONTANA","30","BIG HORN","003","34.4"
"2007","MONTANA","30","CARBON","009","21"
"2007","MONTANA","30","PARK","067","23.3"
"2007","MONTANA","30","TREASURE","103","23.8"
"2007","MONTANA","30","YELLOWSTONE","111","27.7"
"2007","MONTANA","30","CARTER","011","31"
"2007","MONTANA","30","CUSTER","017","25.2"
"2007","MONTANA","30","FALLON","025","24.8"
"2007","MONTANA","30","POWDER RIVER","075","31.9"
"2007","MONTANA","30","PRAIRIE","079","23.9"
"2007","MONTANA","30","ROSEBUD","087","25"
"2007","MONTANA","30","WIBAUX","109","25.4"
"2007","MONTANA","30","GALLATIN","031","38.8"
"2007","MONTANA","30","MADISON","057","29.5"
"2007","NEBRASKA","31","BUFFALO","019","42"
"2007","NEBRASKA","31","CUSTER","041","38"
"2007","NEBRASKA","31","DAWSON","047","38"
"2007","NEBRASKA","31","GREELEY","077","47"
"2007","NEBRASKA","31","HALL","079","36"
"2007","NEBRASKA","31","HOWARD","093","37"
"2007","NEBRASKA","31","SHERMAN","163","46"
"2007","NEBRASKA","31","VALLEY","175","37"
"2007","NEBRASKA","31","CASS","025","48"
"2007","NEBRASKA","31","DODGE","053","44"
"2007","NEBRASKA","31","HAMILTON","081","41"
"2007","NEBRASKA","31","MERRICK","121","28"
"2007","NEBRASKA","31","NANCE","125","49"
"2007","NEBRASKA","31","PLATTE","141","45"
"2007","NEBRASKA","31","POLK","143","32"
"2007","NEBRASKA","31","SAUNDERS","155","44"
"2007","NEBRASKA","31","SEWARD","159","38"
"2007","NEBRASKA","31","YORK","185","42"
"2007","NEBRASKA","31","CHERRY","031","26"
"2007","NEBRASKA","31","HOLT","089","37.2"
"2007","NEBRASKA","31","LOGAN","113","43"
"2007","NEBRASKA","31","ROCK","149","48"
"2007","NEBRASKA","31","ANTELOPE","003","32"
"2007","NEBRASKA","31","BOONE","011","38"
"2007","NEBRASKA","31","KNOX","107","49.1"
"2007","NEBRASKA","31","MADISON","119","38"
"2007","NEBRASKA","31","PIERCE","139","42"
"2007","NEBRASKA","31","WAYNE","179","52"
"2007","NEBRASKA","31","BANNER","007","27"
"2007","NEBRASKA","31","BOX BUTTE","013","29"
"2007","NEBRASKA","31","CHEYENNE","033","42.8"
"2007","NEBRASKA","31","DAWES","045","32"
"2007","NEBRASKA","31","DEUEL","049","44"
"2007","NEBRASKA","31","GARDEN","069","47"
"2007","NEBRASKA","31","KIMBALL","105","22"
"2007","NEBRASKA","31","MORRILL","123","42"
"2007","NEBRASKA","31","SCOTTS BLUFF","157","25"
"2007","NEBRASKA","31","SHERIDAN","161","28"
"2007","NEBRASKA","31","SIOUX","165","18"
"2007","NEBRASKA","31","ADAMS","001","46"
"2007","NEBRASKA","31","FRANKLIN","061","41"
"2007","NEBRASKA","31","FURNAS","065","48.9"
"2007","NEBRASKA","31","GOSPER","073","52"
"2007","NEBRASKA","31","HARLAN","083","48"
"2007","NEBRASKA","31","KEARNEY","099","42"
"2007","NEBRASKA","31","PHELPS","137","44"
"2007","NEBRASKA","31","WEBSTER","181","36"
"2007","NEBRASKA","31","CLAY","035","40"
"2007","NEBRASKA","31","FILLMORE","059","41"
"2007","NEBRASKA","31","GAGE","067","29"
"2007","NEBRASKA","31","JEFFERSON","095","32"
"2007","NEBRASKA","31","NUCKOLLS","129","36.5"
"2007","NEBRASKA","31","OTOE","131","40"
"2007","NEBRASKA","31","PAWNEE","133","34"
"2007","NEBRASKA","31","RICHARDSON","147","36"
"2007","NEBRASKA","31","SALINE","151","36"
"2007","NEBRASKA","31","THAYER","169","36"
"2007","NEBRASKA","31","CHASE","029","50"
"2007","NEBRASKA","31","DUNDY","057","49"
"2007","NEBRASKA","31","FRONTIER","063","49"
"2007","NEBRASKA","31","HAYES","085","48"
"2007","NEBRASKA","31","HITCHCOCK","087","46"
"2007","NEBRASKA","31","KEITH","101","52"
"2007","NEBRASKA","31","LINCOLN","111","46"
"2007","NEBRASKA","31","PERKINS","135","43.3"
"2007","NEBRASKA","31","RED WILLOW","145","54"
"2007","NEW MEXICO","35","CURRY","009","17"
"2007","NEW MEXICO","35","QUAY","037","15"
"2007","NEW MEXICO","35","ROOSEVELT","041","18"
"2007","NEW MEXICO","35","UNION","059","34"
"2007","OKLAHOMA","40","CLEVELAND","027","24"
"2007","OKLAHOMA","40","CREEK","037","21"
"2007","OKLAHOMA","40","GRADY","051","22.2"
"2007","OKLAHOMA","40","KINGFISHER","073","23.5"
"2007","OKLAHOMA","40","LINCOLN","081","15"
"2007","OKLAHOMA","40","MCCLAIN","087","26"
"2007","OKLAHOMA","40","OKFUSKEE","107","20"
"2007","OKLAHOMA","40","OKLAHOMA","109","20"
"2007","OKLAHOMA","40","SEMINOLE","133","16"
"2007","OKLAHOMA","40","MUSKOGEE","101","14.9"
"2007","OKLAHOMA","40","SEQUOYAH","135","11.3"
"2007","OKLAHOMA","40","NOBLE","103","17.1"
"2007","OKLAHOMA","40","BEAVER","007","35"
"2007","OKLAHOMA","40","CIMARRON","025","34.1"
"2007","OKLAHOMA","40","ELLIS","045","23.6"
"2007","OKLAHOMA","40","HARPER","059","27.7"
"2007","OKLAHOMA","40","TEXAS","139","37.1"
"2007","OKLAHOMA","40","CADDO","015","23.7"
"2007","OKLAHOMA","40","COTTON","033","26.5"
"2007","OKLAHOMA","40","GREER","055","24.1"
"2007","OKLAHOMA","40","HARMON","057","30.5"
"2007","OKLAHOMA","40","JACKSON","065","35.4"
"2007","OKLAHOMA","40","ROGER MILLS","129","33.9"
"2007","OREGON","41","GILLIAM","021","41"
"2007","OREGON","41","MORROW","049","33.5"
"2007","OREGON","41","WASCO","065","44.5"
"2007","OREGON","41","BAKER","001","56.5"
"2007","OREGON","41","UMATILLA","059","50.5"
"2007","OREGON","41","UNION","061","64"
"2007","OREGON","41","WALLOWA","063","32"
"2007","OREGON","41","KLAMATH","035","48"
"2007","OREGON","41","MALHEUR","045","42"
"2007","SOUTH DAKOTA","46","AURORA","003","58.3"
"2007","SOUTH DAKOTA","46","BEADLE","005","51.4"
"2007","SOUTH DAKOTA","46","BRULE","015","51.5"
"2007","SOUTH DAKOTA","46","BUFFALO","017","49.2"
"2007","SOUTH DAKOTA","46","HAND","059","53.6"
"2007","SOUTH DAKOTA","46","HUGHES","065","42.8"
"2007","SOUTH DAKOTA","46","HYDE","069","46.9"
"2007","SOUTH DAKOTA","46","JERAULD","073","51.8"
"2007","SOUTH DAKOTA","46","SULLY","119","45"
"2007","SOUTH DAKOTA","46","BROOKINGS","011","51.3"
"2007","SOUTH DAKOTA","46","DAVISON","035","58.5"
"2007","SOUTH DAKOTA","46","HANSON","061","43.9"
"2007","SOUTH DAKOTA","46","KINGSBURY","077","48.6"
"2007","SOUTH DAKOTA","46","MINER","097","42.2"
"2007","SOUTH DAKOTA","46","BROWN","013","42.6"
"2007","SOUTH DAKOTA","46","CAMPBELL","021","42.3"
"2007","SOUTH DAKOTA","46","EDMUNDS","045","49.2"
"2007","SOUTH DAKOTA","46","FAULK","049","53.2"
"2007","SOUTH DAKOTA","46","MCPHERSON","089","46.2"
"2007","SOUTH DAKOTA","46","POTTER","107","51.7"
"2007","SOUTH DAKOTA","46","SPINK","115","46.1"
"2007","SOUTH DAKOTA","46","WALWORTH","129","47"
"2007","SOUTH DAKOTA","46","CLARK","025","50.8"
"2007","SOUTH DAKOTA","46","CODINGTON","029","52.4"
"2007","SOUTH DAKOTA","46","DAY","037","48.6"
"2007","SOUTH DAKOTA","46","DEUEL","039","55"
"2007","SOUTH DAKOTA","46","GRANT","051","50.8"
"2007","SOUTH DAKOTA","46","HAMLIN","057","57.1"
"2007","SOUTH DAKOTA","46","BUTTE","019","31.4"
"2007","SOUTH DAKOTA","46","DEWEY","041","33.5"
"2007","SOUTH DAKOTA","46","HARDING","063","22.1"
"2007","SOUTH DAKOTA","46","ZIEBACH","137","30.4"
"2007","SOUTH DAKOTA","46","GREGORY","053","41.2"
"2007","SOUTH DAKOTA","46","JONES","075","36.9"
"2007","SOUTH DAKOTA","46","LYMAN","085","41.9"
"2007","SOUTH DAKOTA","46","MELLETTE","095","33.7"
"2007","SOUTH DAKOTA","46","TODD","121","31.8"
"2007","SOUTH DAKOTA","46","TRIPP","123","39.9"
"2007","SOUTH DAKOTA","46","BON HOMME","009","48.1"
"2007","SOUTH DAKOTA","46","CHARLES MIX","023","52.7"
"2007","SOUTH DAKOTA","46","BENNETT","007","28.6"
"2007","SOUTH DAKOTA","46","FALL RIVER","047","27.1"
"2007","SOUTH DAKOTA","46","HAAKON","055","33.2"
"2007","SOUTH DAKOTA","46","LAWRENCE","081","30"
"2007","SOUTH DAKOTA","46","MEADE","093","26.7"
"2007","SOUTH DAKOTA","46","STANLEY","117","33.3"
"2007","TEXAS","48","BELL","027","37"
"2007","TEXAS","48","COOKE","097","43"
"2007","TEXAS","48","DALLAS","113","40"
"2007","TEXAS","48","DELTA","119","46"
"2007","TEXAS","48","DENTON","121","23"
"2007","TEXAS","48","ELLIS","139","36"
"2007","TEXAS","48","FALLS","145","37"
"2007","TEXAS","48","GRAYSON","181","41"
"2007","TEXAS","48","HAMILTON","193","40"
"2007","TEXAS","48","HUNT","231","35"
"2007","TEXAS","48","JOHNSON","251","38"
"2007","TEXAS","48","NAVARRO","349","30"
"2007","TEXAS","48","TARRANT","439","43"
"2007","TEXAS","48","WILLIAMSON","491","42"
"2007","TEXAS","48","NUECES","355","43"
"2007","TEXAS","48","HOOD","221","40"
"2007","TEXAS","48","MILLS","333","40"
"2007","TEXAS","48","MONTAGUE","337","22"
"2007","TEXAS","48","PARKER","367","47"
"2007","TEXAS","48","SHACKELFORD","417","29"
"2007","TEXAS","48","THROCKMORTON","447","22"
"2007","TEXAS","48","YOUNG","503","24"
"2007","TEXAS","48","CONCHO","095","18"
"2007","TEXAS","48","GILLESPIE","171","31"
"2007","TEXAS","48","MCCULLOCH","307","16"
"2007","TEXAS","48","TOM GREEN","451","26"
"2007","TEXAS","48","UVALDE","463","22"
"2007","TEXAS","48","ARMSTRONG","011","41"
"2007","TEXAS","48","BRISCOE","045","32"
"2007","TEXAS","48","CARSON","065","45"
"2007","TEXAS","48","CASTRO","069","36"
"2007","TEXAS","48","DALLAM","111","26"
"2007","TEXAS","48","DEAF SMITH","117","35"
"2007","TEXAS","48","FLOYD","153","35"
"2007","TEXAS","48","HALE","189","40"
"2007","TEXAS","48","HANSFORD","195","41"
"2007","TEXAS","48","HARTLEY","205","29"
"2007","TEXAS","48","HUTCHINSON","233","39"
"2007","TEXAS","48","LIPSCOMB","295","32"
"2007","TEXAS","48","MOORE","341","41"
"2007","TEXAS","48","OCHILTREE","357","47"
"2007","TEXAS","48","PARMER","369","38"
"2007","TEXAS","48","POTTER","375","31"
"2007","TEXAS","48","RANDALL","381","37"
"2007","TEXAS","48","SHERMAN","421","34"
"2007","TEXAS","48","SWISHER","437","40"
"2007","TEXAS","48","COLLINGSWORTH","087","28"
"2007","TEXAS","48","HARDEMAN","197","30"
"2007","TEXAS","48","KING","269","30"
"2007","TEXAS","48","WHEELER","483","26"
"2007","TEXAS","48","WILBARGER","487","32"
"2007","TEXAS","48","DE WITT","123","29"
"2007","TEXAS","48","GUADALUPE","187","28"
"2007","TEXAS","48","HAYS","209","18"
"2007","TEXAS","48","MEDINA","325","28"
"2007","TEXAS","48","TRAVIS","453","32"
"2007","TEXAS","48","FRIO","163","13"
"2007","TEXAS","48","BAILEY","017","29"
"2007","TEXAS","48","DAWSON","115","27"
"2007","TEXAS","48","GAINES","165","22"
"2007","TEXAS","48","HOCKLEY","219","30"
"2007","TEXAS","48","LAMB","279","40"
"2007","TEXAS","48","LUBBOCK","303","33"
"2007","TEXAS","48","LYNN","305","30"
"2007","TEXAS","48","TERRY","445","22"
"2007","TEXAS","48","YOAKUM","501","45"
"2007","TEXAS","48","HASKELL","207","23"
"2007","TEXAS","48","KNOX","275","28"
"2007","UTAH","49","JUAB","023","23"
"2007","UTAH","49","UTAH","049","18"
"2007","UTAH","49","BOX ELDER","003","29"
"2007","UTAH","49","CACHE","005","33"
"2007","WASHINGTON","53","BENTON","005","31.2"
"2007","WASHINGTON","53","YAKIMA","077","29.1"
"2007","WASHINGTON","53","ADAMS","001","43"
"2007","WASHINGTON","53","GRANT","025","53.4"
"2007","WASHINGTON","53","LINCOLN","043","52.4"
"2007","WASHINGTON","53","ASOTIN","003","42.3"
"2007","WASHINGTON","53","WALLA WALLA","071","64.9"
"2006","CALIFORNIA","06","CONTRA COSTA","013","30"
"2006","CALIFORNIA","06","SAN BENITO","069","40"
"2006","CALIFORNIA","06","SAN LUIS OBISPO","079","27.5"
"2006","CALIFORNIA","06","LASSEN","035","0"
"2006","CALIFORNIA","06","MODOC","049","0"
"2006","CALIFORNIA","06","BUTTE","007","56.7"
"2006","CALIFORNIA","06","COLUSA","011","58"
"2006","CALIFORNIA","06","GLENN","021","0"
"2006","CALIFORNIA","06","SACRAMENTO","067","46"
"2006","CALIFORNIA","06","SOLANO","095","39.3"
"2006","CALIFORNIA","06","SUTTER","101","0"
"2006","CALIFORNIA","06","TEHAMA","103","0"
"2006","CALIFORNIA","06","YOLO","113","0"
"2006","CALIFORNIA","06","YUBA","115","0"
"2006","CALIFORNIA","06","FRESNO","019","40.1"
"2006","CALIFORNIA","06","KERN","029","20"
"2006","CALIFORNIA","06","KINGS","031","24.3"
"2006","CALIFORNIA","06","MADERA","039","21.5"
"2006","CALIFORNIA","06","MERCED","047","19.4"
"2006","CALIFORNIA","06","SAN JOAQUIN","077","0"
"2006","CALIFORNIA","06","STANISLAUS","099","0"
"2006","CALIFORNIA","06","TULARE","107","45.4"
"2006","CALIFORNIA","06","SHASTA","089","0"
"2006","CALIFORNIA","06","SISKIYOU","093","34.4"
"2006","CALIFORNIA","06","RIVERSIDE","065","28.7"
"2006","COLORADO","08","ADAMS","001","19.5"
"2006","COLORADO","08","ARAPAHOE","005","21"
"2006","COLORADO","08","CHEYENNE","017","15"
"2006","COLORADO","08","DOUGLAS","035","23.5"
"2006","COLORADO","08","EL PASO","041","15"
"2006","COLORADO","08","ELBERT","039","13.5"
"2006","COLORADO","08","KIT CARSON","063","17.5"
"2006","COLORADO","08","PHILLIPS","095","18.5"
"2006","COLORADO","08","WASHINGTON","121","19.5"
"2006","COLORADO","08","YUMA","125","21"
"2006","COLORADO","08","BOULDER","013","21"
"2006","COLORADO","08","LARIMER","069","21"
"2006","COLORADO","08","LOGAN","075","19.5"
"2006","COLORADO","08","MORGAN","087","23"
"2006","COLORADO","08","SEDGWICK","115","21"
"2006","COLORADO","08","WELD","123","20"
"2006","COLORADO","08","MOFFAT","081","19.5"
"2006","COLORADO","08","ROUTT","107","24"
"2006","COLORADO","08","BACA","009","12.5"
"2006","COLORADO","08","BENT","011","6.5"
"2006","COLORADO","08","OTERO","089","12.5"
"2006","COLORADO","08","PROWERS","099","20"
"2006","COLORADO","08","LA PLATA","067","9.5"
"2006","COLORADO","08","MONTEZUMA","083","11"
"2006","COLORADO","08","SAN MIGUEL","113","18.5"
"2006","IDAHO","16","BANNOCK","005","25.4"
"2006","IDAHO","16","BEAR LAKE","007","14"
"2006","IDAHO","16","BINGHAM","011","24"
"2006","IDAHO","16","BONNEVILLE","019","34.3"
"2006","IDAHO","16","CARIBOU","029","38.1"
"2006","IDAHO","16","FRANKLIN","041","25"
"2006","IDAHO","16","FREMONT","043","34.6"
"2006","IDAHO","16","MADISON","065","34"
"2006","IDAHO","16","ONEIDA","071","22"
"2006","IDAHO","16","POWER","077","28.7"
"2006","IDAHO","16","TETON","081","30.6"
"2006","IDAHO","16","BOUNDARY","021","78.1"
"2006","IDAHO","16","CLEARWATER","035","60.6"
"2006","IDAHO","16","IDAHO","049","67.1"
"2006","IDAHO","16","LATAH","057","69"
"2006","IDAHO","16","LEWIS","061","59.6"
"2006","IDAHO","16","NEZ PERCE","069","67"
"2006","IDAHO","16","CASSIA","031","25.2"
"2006","IDAHO","16","MINIDOKA","067","35"
"2006","IDAHO","16","TWIN FALLS","083","33.8"
"2006","IDAHO","16","ELMORE","039","15"
"2006","IDAHO","16","WASHINGTON","087","40"
"2006","KANSAS","20","BARTON","009","32"
"2006","KANSAS","20","DICKINSON","041","44"
"2006","KANSAS","20","ELLIS","051","16"
"2006","KANSAS","20","ELLSWORTH","053","29"
"2006","KANSAS","20","LINCOLN","105","33"
"2006","KANSAS","20","MARION","115","42"
"2006","KANSAS","20","MCPHERSON","113","45"
"2006","KANSAS","20","RICE","159","42"
"2006","KANSAS","20","RUSH","165","25"
"2006","KANSAS","20","RUSSELL","167","25"
"2006","KANSAS","20","SALINE","169","44"
"2006","KANSAS","20","ANDERSON","003","43"
"2006","KANSAS","20","CHASE","017","37"
"2006","KANSAS","20","COFFEY","031","42"
"2006","KANSAS","20","DOUGLAS","045","45"
"2006","KANSAS","20","FRANKLIN","059","45"
"2006","KANSAS","20","GEARY","061","47"
"2006","KANSAS","20","JOHNSON","091","45"
"2006","KANSAS","20","LINN","107","42"
"2006","KANSAS","20","LYON","111","47"
"2006","KANSAS","20","MIAMI","121","46"
"2006","KANSAS","20","MORRIS","127","40"
"2006","KANSAS","20","OSAGE","139","42"
"2006","KANSAS","20","SHAWNEE","177","45"
"2006","KANSAS","20","WABAUNSEE","197","46"
"2006","KANSAS","20","CLAY","027","41"
"2006","KANSAS","20","CLOUD","029","46"
"2006","KANSAS","20","JEWELL","089","49"
"2006","KANSAS","20","MITCHELL","123","45"
"2006","KANSAS","20","OSBORNE","141","39"
"2006","KANSAS","20","OTTAWA","143","40"
"2006","KANSAS","20","PHILLIPS","147","32"
"2006","KANSAS","20","REPUBLIC","157","46"
"2006","KANSAS","20","ROOKS","163","27"
"2006","KANSAS","20","SMITH","183","45"
